route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,trip_type
2,000002,88____:049::8892601:8895208:4:1104:20211205,Zottegem,11008,,26,,1
4,000004,88____:049::8892007:8896149:4:1042:20220109,Waregem,11008,,27,,1
5,000005,88____:049::8896305:8896735:5:1141:20220116,Poperinge,11008,,28,,1
1,000001,88____:049::8885001:8885704:4:1726:20211203,Mouscron,11009,,29,,1
6,000003,88____:049::8873007:8872009:8:944:20211114,Charleroi-Sud,11009,,30,,1
7,000006,88____:049::8891405:8891009:3:1000:20211128,Bruges,11009,,31,,1
2,000002,88____:049::8892601:8895208:4:1204:20211205,Zottegem,11009,,32,,1
4,000004,88____:049::8892007:8896149:4:1142:20220109,Waregem,11009,,33,,1
5,000005,88____:049::8896305:8896735:5:1241:20220116,Poperinge,11009,,34,,1
1,000001,88____:049::8885001:8885704:4:1826:20211203,Mouscron,11010,,35,,1
6,000003,88____:049::8872009:8873007:8:1112:20211114,Walcourt,11010,,36,,1
7,000006,88____:049::8891405:8891009:3:1100:20211128,Bruges,11010,,37,,1
2,000002,88____:049::8892601:8895208:4:1304:20211205,Zottegem,11010,,38,,1
4,000004,88____:049::8892007:8896149:4:1242:20220109,Waregem,11010,,39,,1
5,000005,88____:049::8896305:8896735:5:1341:20220116,Poperinge,11010,,40,,1
1,000001,88____:049::8885001:8885704:4:1926:20211203,Mouscron,11011,,41,,1
6,000003,88____:049::8873007:8872009:8:1144:20211114,Charleroi-Sud,11011,,42,,1
7,000006,88____:049::8891405:8891009:3:1200:20211128,Bruges,11011,,43,,1
2,000002,88____:049::8892601:8895208:4:1404:20211205,Zottegem,11011,,44,,1
4,000004,88____:049::8892007:8896149:4:1342:20220109,Waregem,11011,,45,,1
5,000005,88____:049::8896305:8896735:5:1441:20220116,Poperinge,11011,,46,,1
1,000001,88____:049::8885001:8885704:4:2026:20211203,Mouscron,11012,,47,,1
6,000003,88____:049::8872009:8873007:8:1312:20211114,Walcourt,11012,,48,,1
7,000006,88____:049::8891405:8891009:3:1300:20211128,Bruges,11012,,49,,1
2,000002,88____:049::8892601:8895208:4:1504:20211205,Zottegem,11012,,50,,1
4,000004,88____:049::8892007:8896149:4:1442:20220109,Waregem,11012,,51,,1
5,000005,88____:049::8896305:8896735:5:1541:20220116,Poperinge,11012,,52,,1
1,000001,88____:049::8885001:8885704:4:2126:20211203,Mouscron,11013,,53,,1
6,000003,88____:049::8873007:8872009:8:1344:20211114,Charleroi-Sud,11013,,54,,1
7,000006,88____:049::8891405:8891009:3:1400:20211128,Bruges,11013,,55,,1
2,000002,88____:049::8892601:8895208:4:1604:20211205,Zottegem,11013,,56,,1
4,000004,88____:049::8892007:8896149:4:1542:20220109,Waregem,11013,,57,,1
5,000005,88____:049::8896305:8896735:5:1641:20220116,Poperinge,11013,,58,,1
1,000001,88____:049::8885001:8885704:4:2226:20211203,Mouscron,11014,,59,,1
6,000003,88____:049::8872009:8873007:8:1512:20211114,Walcourt,11014,,60,,1
7,000006,88____:049::8891405:8891009:3:1500:20211128,Bruges,11014,,61,,1
2,000002,88____:049::8892601:8895208:4:1704:20211205,Zottegem,11014,,62,,1
4,000004,88____:049::8892007:8896149:4:1642:20220109,Waregem,11014,,63,,1
5,000005,88____:049::8896305:8896735:5:1741:20220116,Poperinge,11014,,64,,1
1,000001,88____:049::8885001:8885704:4:2326:20211203,Mouscron,11015,,65,,1
6,000003,88____:049::8873007:8872009:8:1544:20211114,Charleroi-Sud,11015,,66,,1
7,000006,88____:049::8891405:8891009:3:1600:20211128,Bruges,11015,,67,,1
2,000002,88____:049::8892601:8895208:4:1804:20211205,Zottegem,11015,,68,,1
4,000004,88____:049::8892007:8896149:4:1742:20220109,Waregem,11015,,69,,1
5,000005,88____:049::8896305:8896735:5:1841:20220116,Poperinge,11015,,70,,1
6,000003,88____:049::8872009:8873007:8:1712:20211114,Walcourt,11016,,71,,1
7,000006,88____:049::8891405:8891009:3:1700:20211128,Bruges,11016,,72,,1
2,000002,88____:049::8892601:8895208:4:1904:20211205,Zottegem,11016,,73,,1
4,000004,88____:049::8892007:8896149:4:1842:20220109,Waregem,11016,,74,,1
5,000005,88____:049::8896305:8896735:5:1941:20220116,Poperinge,11016,,75,,1
6,000003,88____:049::8873007:8872009:8:1744:20211114,Charleroi-Sud,11017,,76,,1
7,000006,88____:049::8891405:8891009:3:1800:20211128,Bruges,11017,,77,,1
2,000002,88____:049::8892601:8895208:4:2004:20211205,Zottegem,11017,,78,,1
4,000004,88____:049::8892007:8896149:4:1942:20220109,Waregem,11017,,79,,1
5,000005,88____:049::8896305:8896735:5:2041:20220116,Poperinge,11017,,80,,1
6,000003,88____:049::8872009:8873007:8:1912:20211114,Walcourt,11018,,81,,1
7,000006,88____:049::8891405:8891009:3:1900:20211128,Bruges,11018,,82,,1
2,000002,88____:049::8892601:8895208:4:2104:20211205,Zottegem,11018,,83,,1
4,000004,88____:049::8892007:8896149:4:2042:20220109,Waregem,11018,,84,,1
5,000005,88____:049::8896305:8896735:5:2141:20220116,Poperinge,11018,,85,,1
6,000003,88____:049::8873007:8872009:8:1944:20211114,Charleroi-Sud,11019,,86,,1
7,000006,88____:049::8891405:8891009:3:2000:20211128,Bruges,11019,,87,,1
2,000002,88____:049::8892601:8895208:4:2204:20211205,Zottegem,11019,,88,,1
4,000004,88____:049::8892007:8896149:4:2142:20220109,Waregem,11019,,89,,1
5,000005,88____:049::8896305:8896735:5:2241:20220116,Poperinge,11019,,90,,1
6,000003,88____:049::8872009:8873007:8:2112:20211114,Walcourt,11020,,91,,1
7,000006,88____:049::8891405:8891009:3:2100:20211128,Bruges,11020,,92,,1
4,000004,88____:049::8892007:8896149:4:2242:20220109,Waregem,11020,,93,,1
5,000005,88____:049::8896305:8896735:5:2341:20220116,Poperinge,11020,,94,,1
6,000003,88____:049::8873007:8872009:8:2144:20211114,Charleroi-Sud,11021,,95,,1
7,000006,88____:049::8891405:8891009:3:2215:20211128,Bruges,11021,,96,,1
4,000004,88____:049::8892007:8896149:4:2342:20220109,Waregem,11021,,97,,1
5,000005,88____:049::8896305:8896735:5:2441:20220116,Poperinge,11021,,98,,1
1,000001,88____:049::8885704:8885001:4:530:20211203,Tournai,11022,,99,,1
6,000003,88____:049::8872009:8873007:8:2312:20211114,Walcourt,11022,,100,,1
7,000006,88____:049::8891405:8891009:3:2315:20211128,Bruges,11022,,101,,1
8,000004,88____:049::8892007:8896008:6:2512:20220109,Courtrai,11022,,102,,1
9,000001,88____:049::8896008:8885001:5:630:20211203,Tournai,11023,,103,,1
8,000007,88____:049::8892007:8896008:6:212:20220110,Courtrai,11023,,104,,1
1,000001,88____:049::8885704:8885001:4:730:20211203,Tournai,11024,,105,,1
1,000001,88____:049::8885704:8885001:4:830:20211203,Tournai,11025,,106,,1
1,000001,88____:049::8885704:8885001:4:930:20211203,Tournai,11026,,107,,1
4,000004,88____:049::8896149:8892007:4:638:20220109,Gand-Saint-Pierre,11026,,108,,1
1,000001,88____:049::8885704:8885001:4:1030:20211203,Tournai,11027,,109,,1
7,000006,88____:049::8891009:8891405:3:707:20211128,Blankenberge,11027,,110,,1
4,000004,88____:049::8896149:8892007:4:738:20220109,Gand-Saint-Pierre,11027,,111,,1
3,000003,88____:049::8892007:8891009:10:831:20211114,Bruges,11027,,112,,1
5,000005,88____:049::8896735:8896305:5:524:20220116,Menin,11027,,113,,1
1,000001,88____:049::8885704:8885001:4:1130:20211203,Tournai,11028,,114,,1
7,000006,88____:049::8891009:8891405:3:807:20211128,Blankenberge,11028,,115,,1
4,000004,88____:049::8896149:8892007:4:838:20220109,Gand-Saint-Pierre,11028,,116,,1
3,000003,88____:049::8892007:8891009:10:931:20211114,Bruges,11028,,117,,1
5,000005,88____:049::8896735:8896305:5:624:20220116,Menin,11028,,118,,1
1,000001,88____:049::8885704:8885001:4:1230:20211203,Tournai,11029,,119,,1
7,000006,88____:049::8891009:8891405:3:923:20211128,Blankenberge,11029,,120,,1
2,000002,88____:049::8895208:8892601:4:748:20211205,Audenarde,11029,,121,,1
4,000004,88____:049::8896149:8892007:4:938:20220109,Gand-Saint-Pierre,11029,,122,,1
3,000003,88____:049::8892007:8891009:10:1031:20211114,Bruges,11029,,123,,1
5,000005,88____:049::8896735:8896305:5:724:20220116,Menin,11029,,124,,1
1,000001,88____:049::8885704:8885001:4:1330:20211203,Tournai,11030,,125,,1
7,000006,88____:049::8891009:8891405:3:1023:20211128,Blankenberge,11030,,126,,1
2,000002,88____:049::8895208:8892601:4:848:20211205,Audenarde,11030,,127,,1
4,000004,88____:049::8896149:8892007:4:1038:20220109,Gand-Saint-Pierre,11030,,128,,1
3,000003,88____:049::8892007:8891009:10:1131:20211114,Bruges,11030,,129,,1
5,000005,88____:049::8896735:8896305:5:824:20220116,Menin,11030,,130,,1
1,000001,88____:049::8885704:8885001:4:1430:20211203,Tournai,11031,,131,,1
7,000006,88____:049::8891009:8891405:3:1123:20211128,Blankenberge,11031,,132,,1
2,000002,88____:049::8895208:8892601:4:948:20211205,Audenarde,11031,,133,,1
4,000004,88____:049::8896149:8892007:4:1138:20220109,Gand-Saint-Pierre,11031,,134,,1
3,000003,88____:049::8892007:8891009:10:1231:20211114,Bruges,11031,,135,,1
5,000005,88____:049::8896735:8896305:5:924:20220116,Menin,11031,,136,,1
1,000001,88____:049::8885704:8885001:4:1530:20211203,Tournai,11032,,137,,1
7,000006,88____:049::8891009:8891405:3:1223:20211128,Blankenberge,11032,,138,,1
2,000002,88____:049::8895208:8892601:4:1048:20211205,Audenarde,11032,,139,,1
4,000004,88____:049::8896149:8892007:4:1238:20220109,Gand-Saint-Pierre,11032,,140,,1
3,000003,88____:049::8892007:8891009:10:1331:20211114,Bruges,11032,,141,,1
5,000005,88____:049::8896735:8896305:5:1024:20220116,Menin,11032,,142,,1
1,000001,88____:049::8885704:8885001:4:1630:20211203,Tournai,11033,,143,,1
7,000006,88____:049::8891009:8891405:3:1323:20211128,Blankenberge,11033,,144,,1
2,000002,88____:049::8895208:8892601:4:1148:20211205,Audenarde,11033,,145,,1
4,000004,88____:049::8896149:8892007:4:1338:20220109,Gand-Saint-Pierre,11033,,146,,1
3,000003,88____:049::8892007:8891009:10:1431:20211114,Bruges,11033,,147,,1
5,000005,88____:049::8896735:8896305:5:1124:20220116,Menin,11033,,148,,1
1,000001,88____:049::8885704:8885001:4:1730:20211203,Tournai,11034,,149,,1
7,000006,88____:049::8891009:8891405:3:1423:20211128,Blankenberge,11034,,150,,1
3,000003,88____:049::8892007:8891009:10:1528:20211114,Bruges,11034,,151,,1
2,000002,88____:049::8895208:8892601:4:1248:20211205,Audenarde,11034,,152,,1
4,000004,88____:049::8896149:8892007:4:1438:20220109,Gand-Saint-Pierre,11034,,153,,1
5,000005,88____:049::8896735:8896305:5:1224:20220116,Menin,11034,,154,,1
1,000001,88____:049::8885704:8885001:4:1830:20211203,Tournai,11035,,155,,1
7,000006,88____:049::8891009:8891405:3:1523:20211128,Blankenberge,11035,,156,,1
3,000003,88____:049::8892007:8891009:10:1628:20211114,Bruges,11035,,157,,1
2,000002,88____:049::8895208:8892601:4:1348:20211205,Audenarde,11035,,158,,1
4,000004,88____:049::8896149:8892007:4:1538:20220109,Gand-Saint-Pierre,11035,,159,,1
5,000005,88____:049::8896735:8896305:5:1324:20220116,Menin,11035,,160,,1
1,000001,88____:049::8885704:8885001:4:1930:20211203,Tournai,11036,,161,,1
7,000006,88____:049::8891009:8891405:3:1623:20211128,Blankenberge,11036,,162,,1
3,000003,88____:049::8892007:8891009:10:1728:20211114,Bruges,11036,,163,,1
2,000002,88____:049::8895208:8892601:4:1448:20211205,Audenarde,11036,,164,,1
4,000004,88____:049::8896149:8892007:4:1638:20220109,Gand-Saint-Pierre,11036,,165,,1
5,000005,88____:049::8896735:8896305:5:1424:20220116,Menin,11036,,166,,1
1,000001,88____:049::8885704:8885001:4:2030:20211203,Tournai,11037,,167,,1
7,000006,88____:049::8891009:8891405:3:1723:20211128,Blankenberge,11037,,168,,1
3,000003,88____:049::8892007:8891009:10:1828:20211114,Bruges,11037,,169,,1
2,000002,88____:049::8895208:8892601:4:1548:20211205,Audenarde,11037,,170,,1
4,000004,88____:049::8896149:8892007:4:1738:20220109,Gand-Saint-Pierre,11037,,171,,1
5,000005,88____:049::8896735:8896305:5:1524:20220116,Menin,11037,,172,,1
1,000001,88____:049::8885704:8885001:4:2130:20211203,Tournai,11038,,173,,1
7,000006,88____:049::8891009:8891405:3:1823:20211128,Blankenberge,11038,,174,,1
3,000003,88____:049::8892007:8891009:10:1928:20211114,Bruges,11038,,175,,1
2,000002,88____:049::8895208:8892601:4:1648:20211205,Audenarde,11038,,176,,1
4,000004,88____:049::8896149:8892007:4:1838:20220109,Gand-Saint-Pierre,11038,,177,,1
5,000005,88____:049::8896735:8896305:5:1624:20220116,Menin,11038,,178,,1
1,000001,88____:049::8885704:8885001:4:2230:20211203,Tournai,11039,,179,,1
7,000006,88____:049::8891009:8891405:3:1923:20211128,Blankenberge,11039,,180,,1
3,000003,88____:049::8892007:8891009:10:2028:20211114,Bruges,11039,,181,,1
2,000002,88____:049::8895208:8892601:4:1748:20211205,Audenarde,11039,,182,,1
4,000004,88____:049::8896149:8892007:4:1938:20220109,Gand-Saint-Pierre,11039,,183,,1
5,000005,88____:049::8896735:8896305:5:1724:20220116,Menin,11039,,184,,1
1,000001,88____:049::8885001:8885704:4:843:20211203,Mouscron,11040,,185,,1
7,000006,88____:049::8891009:8891405:3:2023:20211128,Blankenberge,11040,,186,,1
3,000003,88____:049::8892007:8891009:10:2128:20211114,Bruges,11040,,187,,1
2,000002,88____:049::8895208:8892601:4:1848:20211205,Audenarde,11040,,188,,1
4,000004,88____:049::8896149:8892007:4:2038:20220109,Gand-Saint-Pierre,11040,,189,,1
5,000005,88____:049::8896735:8896305:5:1824:20220116,Menin,11040,,190,,1
1,000001,88____:049::8885001:8885704:4:943:20211203,Mouscron,11041,,191,,1
7,000006,88____:049::8891009:8891405:3:2123:20211128,Blankenberge,11041,,192,,1
3,000003,88____:049::8892007:8891009:10:2228:20211114,Bruges,11041,,193,,1
2,000002,88____:049::8895208:8892601:4:1948:20211205,Audenarde,11041,,194,,1
4,000004,88____:049::8896149:8892007:4:2138:20220109,Gand-Saint-Pierre,11041,,195,,1
5,000005,88____:049::8896735:8896305:5:1924:20220116,Menin,11041,,196,,1
1,000001,88____:049::8885001:8885704:4:1043:20211203,Mouscron,11042,,197,,1
7,000006,88____:049::8891009:8891405:3:2223:20211128,Blankenberge,11042,,198,,1
3,000003,88____:049::8892007:8891009:10:2328:20211114,Bruges,11042,,199,,1
2,000002,88____:049::8895208:8892601:4:2048:20211205,Audenarde,11042,,200,,1
4,000004,88____:049::8896149:8892007:4:2238:20220109,Gand-Saint-Pierre,11042,,201,,1
5,000005,88____:049::8896735:8896305:5:2024:20220116,Menin,11042,,202,,1
1,000001,88____:049::8885001:8885704:4:1143:20211203,Mouscron,11043,,203,,1
7,000006,88____:049::8891009:8891405:3:2323:20211128,Blankenberge,11043,,204,,1
2,000002,88____:049::8895208:8892601:4:2148:20211205,Audenarde,11043,,205,,1
10,000004,88____:049::8896149:8893401:13:2453:20220109,Termonde,11043,,206,,1
3,000008,88____:049::8892007:8891009:10:2422:20220113,Bruges,11043,,207,,1
5,000005,88____:049::8896735:8896305:5:2124:20220116,Menin,11043,,208,,1
1,000001,88____:049::8885001:8885704:4:1243:20211203,Mouscron,11044,,209,,1
11,000009,88____:049::8891009:8891702:2:36:20211120,Ostende,11044,,210,,1
2,000002,88____:049::8895208:8892601:4:2248:20211205,Audenarde,11044,,211,,1
3,000010,88____:049::8892007:8891009:10:126:20220114,Bruges,11044,,212,,1
5,000005,88____:049::8896735:8896305:5:2224:20220116,Menin,11044,,213,,1
1,000001,88____:049::8885001:8885704:4:1343:20211203,Mouscron,11045,,214,,1
11,000009,88____:049::8891009:8891702:2:158:20211120,Ostende,11045,,215,,1
3,000003,88____:049::8892007:8891009:10:141:20211114:1,Bruges,11045,,216,,1
2,000002,88____:049::8895208:8892601:4:2348:20211205,Audenarde,11045,,217,,1
1,000001,88____:049::8885001:8885704:4:1443:20211203,Mouscron,11046,,218,,1
1,000001,88____:049::8885001:8885704:4:1543:20211203,Mouscron,11047,,219,,1
1,000001,88____:049::8885001:8885704:4:1643:20211203,Mouscron,11048,,220,,1
1,000001,88____:049::8885001:8885704:4:1743:20211203,Mouscron,11049,,221,,1
1,000001,88____:049::8885704:8885001:4:810:20211203,Tournai,11050,,222,,1
1,000001,88____:049::8885704:8885001:4:910:20211203,Tournai,11051,,223,,1
1,000001,88____:049::8885704:8885001:4:1010:20211203,Tournai,11052,,224,,1
1,000001,88____:049::8885704:8885001:4:1110:20211203,Tournai,11053,,225,,1
1,000001,88____:049::8885704:8885001:4:1210:20211203,Tournai,11054,,226,,1
1,000001,88____:049::8885704:8885001:4:1310:20211203,Tournai,11055,,227,,1
12,000011,88____:049::8865300:8865003:2:750:20211212,Libramont,11055,,228,,1
3,000012,88____:049::8891009:8892007:10:842:20211205,Gand-Saint-Pierre,11056,,229,,1
1,000001,88____:049::8885704:8885001:4:1410:20211203,Tournai,11056,,230,,1
13,000013,88____:049::8822111:8822004:3:826:20211121,Malines,11056,,231,,1
3,000014,88____:049::8891009:8892007:10:942:20211204,Gand-Saint-Pierre,11057,,232,,1
1,000001,88____:049::8885704:8885001:4:1510:20211203,Tournai,11057,,233,,1
12,000011,88____:049::8865300:8865003:2:950:20211212,Libramont,11057,,234,,1
13,000013,88____:049::8822111:8822004:3:926:20211121,Malines,11057,,235,,1
3,000012,88____:049::8891009:8892007:10:1042:20211205,Gand-Saint-Pierre,11058,,236,,1
1,000001,88____:049::8885704:8885001:4:1610:20211203,Tournai,11058,,237,,1
13,000013,88____:049::8822111:8822004:3:1026:20211121,Malines,11058,,238,,1
3,000014,88____:049::8891009:8892007:10:1142:20211204,Gand-Saint-Pierre,11059,,239,,1
1,000001,88____:049::8885704:8885001:4:1710:20211203,Tournai,11059,,240,,1
12,000011,88____:049::8865300:8865003:2:1150:20211212,Libramont,11059,,241,,1
13,000013,88____:049::8822111:8822004:3:1126:20211121,Malines,11059,,242,,1
3,000012,88____:049::8891009:8892007:10:1242:20211205,Gand-Saint-Pierre,11060,,243,,1
1,000001,88____:049::8885001:8885704:4:1837:20211203,Mouscron,11060,,244,,1
13,000013,88____:049::8822111:8822004:3:1226:20211121,Malines,11060,,245,,1
3,000014,88____:049::8891009:8892007:10:1342:20211204,Gand-Saint-Pierre,11061,,246,,1
1,000001,88____:049::8885001:8885704:4:1937:20211203,Mouscron,11061,,247,,1
12,000011,88____:049::8865300:8865003:2:1350:20211212,Libramont,11061,,248,,1
13,000013,88____:049::8822111:8822004:3:1326:20211121,Malines,11061,,249,,1
3,000012,88____:049::8891009:8892007:10:1442:20211205,Gand-Saint-Pierre,11062,,250,,1
1,000001,88____:049::8885704:8885001:4:457:20211203,Tournai,11062,,251,,1
13,000013,88____:049::8822111:8822004:3:1426:20211121,Malines,11062,,252,,1
3,000012,88____:049::8891009:8892007:10:1542:20211205,Gand-Saint-Pierre,11063,,253,,1
1,000001,88____:049::8885704:8885001:4:616:20211203,Tournai,11063,,254,,1
13,000013,88____:049::8822111:8822004:3:1526:20211121,Malines,11063,,255,,1
3,000002,88____:049::8891009:8892007:10:1642:20211205,Gand-Saint-Pierre,11064,,256,,1
1,000001,88____:049::8885704:8885001:4:716:20211203,Tournai,11064,,257,,1
13,000013,88____:049::8822111:8822004:3:1626:20211121,Malines,11064,,258,,1
3,000002,88____:049::8891009:8892007:10:1742:20211205,Gand-Saint-Pierre,11065,,259,,1
13,000013,88____:049::8822111:8822004:3:1726:20211121,Malines,11065,,260,,1
3,000002,88____:049::8891009:8892007:10:1842:20211205,Gand-Saint-Pierre,11066,,261,,1
13,000013,88____:049::8822111:8822004:3:1826:20211121,Malines,11066,,262,,1
3,000002,88____:049::8891009:8892007:10:1942:20211205,Gand-Saint-Pierre,11067,,263,,1
13,000013,88____:049::8822111:8822004:3:1926:20211121,Malines,11067,,264,,1
3,000002,88____:049::8891009:8892007:10:2042:20211205,Gand-Saint-Pierre,11068,,265,,1
13,000013,88____:049::8822111:8822004:3:2026:20211121,Malines,11068,,266,,1
3,000002,88____:049::8891009:8892007:10:2142:20211205,Gand-Saint-Pierre,11069,,267,,1
13,000013,88____:049::8822111:8822004:3:2126:20211121,Malines,11069,,268,,1
3,000002,88____:049::8891009:8892007:10:2242:20211205,Gand-Saint-Pierre,11070,,269,,1
13,000013,88____:049::8822111:8822004:3:2226:20211121,Malines,11070,,270,,1
3,000002,88____:049::8891009:8892007:10:2332:20211205,Gand-Saint-Pierre,11071,,271,,1
13,000013,88____:049::8822111:8822004:3:2326:20211121,Malines,11071,,272,,1
3,000015,88____:049::8891009:8892007:10:2432:20220113,Gand-Saint-Pierre,11072,,273,,1
3,000002,88____:049::8891009:8892007:10:2532:20211205,Gand-Saint-Pierre,11073,,274,,1
1,000001,88____:049::8885001:8885704:4:618:20211203,Mouscron,11073,,275,,1
1,000001,88____:049::8885001:8885704:4:759:20211203,Mouscron,11074,,276,,1
1,000001,88____:049::8885001:8885704:4:859:20211203,Mouscron,11075,,277,,1
1,000001,88____:049::8885001:8885704:4:1659:20211203,Mouscron,11076,,278,,1
3,000012,88____:049::8892007:8891009:10:852:20211205,Bruges,11077,,279,,1
1,000001,88____:049::8885001:8885704:4:1759:20211203,Mouscron,11077,,280,,1
13,000013,88____:049::8822004:8822111:3:609:20211121,Londerzeel,11077,,281,,1
3,000005,88____:049::8892007:8891009:10:849:20220116,Bruges,11077,,282,,1
3,000012,88____:049::8892007:8891009:10:952:20211205,Bruges,11078,,283,,1
1,000001,88____:049::8885001:8885704:4:1859:20211203,Mouscron,11078,,284,,1
13,000013,88____:049::8822004:8822111:3:709:20211121,Londerzeel,11078,,285,,1
3,000005,88____:049::8892007:8891009:10:949:20220116,Bruges,11078,,286,,1
3,000014,88____:049::8892007:8891009:10:1052:20211204,Bruges,11079,,287,,1
12,000011,88____:049::8865003:8865300:2:730:20211212,Bertrix,11079,,288,,1
13,000013,88____:049::8822004:8822111:3:809:20211121,Londerzeel,11079,,289,,1
3,000005,88____:049::8892007:8891009:10:1049:20220116,Bruges,11079,,290,,1
3,000012,88____:049::8892007:8891009:10:1152:20211205,Bruges,11080,,291,,1
1,000001,88____:049::8885704:8885001:4:558:20211203,Tournai,11080,,292,,1
13,000013,88____:049::8822004:8822111:3:909:20211121,Londerzeel,11080,,293,,1
3,000005,88____:049::8892007:8891009:10:1149:20220116,Bruges,11080,,294,,1
3,000014,88____:049::8892007:8891009:10:1252:20211204,Bruges,11081,,295,,1
1,000001,88____:049::8885704:8885001:4:658:20211203,Tournai,11081,,296,,1
12,000011,88____:049::8865003:8865300:2:930:20211212,Bertrix,11081,,297,,1
13,000013,88____:049::8822004:8822111:3:1009:20211121,Londerzeel,11081,,298,,1
3,000005,88____:049::8892007:8891009:10:1249:20220116,Bruges,11081,,299,,1
3,000012,88____:049::8892007:8891009:10:1352:20211205,Bruges,11082,,300,,1
1,000001,88____:049::8885704:8885001:4:758:20211203,Tournai,11082,,301,,1
13,000013,88____:049::8822004:8822111:3:1109:20211121,Londerzeel,11082,,302,,1
3,000005,88____:049::8892007:8891009:10:1349:20220116,Bruges,11082,,303,,1
3,000014,88____:049::8892007:8891009:10:1452:20211204,Bruges,11083,,304,,1
1,000001,88____:049::8885704:8885001:4:858:20211203,Tournai,11083,,305,,1
12,000011,88____:049::8865003:8865300:2:1130:20211212,Bertrix,11083,,306,,1
13,000013,88____:049::8822004:8822111:3:1209:20211121,Londerzeel,11083,,307,,1
3,000005,88____:049::8892007:8891009:10:1449:20220116,Bruges,11083,,308,,1
3,000012,88____:049::8892007:8891009:10:1552:20211205,Bruges,11084,,309,,1
1,000001,88____:049::8885704:8885001:4:1658:20211203,Tournai,11084,,310,,1
13,000013,88____:049::8822004:8822111:3:1309:20211121,Londerzeel,11084,,311,,1
3,000005,88____:049::8892007:8891009:10:1549:20220116,Bruges,11084,,312,,1
3,000016,88____:049::8892007:8891009:10:1652:20211204,Bruges,11085,,313,,1
1,000001,88____:049::8885704:8885001:4:1758:20211203,Tournai,11085,,314,,1
12,000011,88____:049::8865003:8865300:2:1330:20211212,Bertrix,11085,,315,,1
13,000013,88____:049::8822004:8822111:3:1409:20211121,Londerzeel,11085,,316,,1
3,000005,88____:049::8892007:8891009:10:1649:20220116,Bruges,11085,,317,,1
3,000002,88____:049::8892007:8891009:10:1752:20211205,Bruges,11086,,318,,1
1,000001,88____:049::8885704:8885001:4:1858:20211203,Tournai,11086,,319,,1
13,000013,88____:049::8822004:8822111:3:1509:20211121,Londerzeel,11086,,320,,1
3,000005,88____:049::8892007:8891009:10:1749:20220116,Bruges,11086,,321,,1
3,000002,88____:049::8892007:8891009:10:1852:20211205,Bruges,11087,,322,,1
13,000013,88____:049::8822004:8822111:3:1609:20211121,Londerzeel,11087,,323,,1
3,000005,88____:049::8892007:8891009:10:1849:20220116,Bruges,11087,,324,,1
3,000002,88____:049::8892007:8891009:10:1952:20211205,Bruges,11088,,325,,1
13,000013,88____:049::8822004:8822111:3:1709:20211121,Londerzeel,11088,,326,,1
3,000005,88____:049::8892007:8891009:10:1949:20220116,Bruges,11088,,327,,1
3,000002,88____:049::8892007:8891009:10:2052:20211205,Bruges,11089,,328,,1
13,000013,88____:049::8822004:8822111:3:1809:20211121,Londerzeel,11089,,329,,1
3,000005,88____:049::8892007:8891009:10:2049:20220116,Bruges,11089,,330,,1
