route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_url,route_color,route_text_color
140,NMBS/SNCB,IC,Tongres -- Liege-Guillemins,,103,,,
141,NMBS/SNCB,IC,Saint-Ghislain -- Tournai,,103,,,
142,NMBS/SNCB,IC,Namur -- Charleroi-Sud,,103,,,
143,NMBS/SNCB,IC,La Louviere-Sud -- Tournai,,103,,,
144,NMBS/SNCB,L,Libramont -- Bertrix,,100,,,
145,NMBS/SNCB,L,Arlon -- Athus,,100,,,
146,NMBS/SNCB,S34,Anvers-Central -- Saint-Nicolas,,100,,,
147,NMBS/SNCB,IC,Genk -- Bruges,,103,,,
148,NMBS/SNCB,IC,Landen -- Bruges,,103,,,
149,NMBS/SNCB,IC,Genk -- Blankenberge,,103,,,
15,NMBS/SNCB,BUS,Namur -- Ciney,,700,,,
150,NMBS/SNCB,IC,Hasselt -- Blankenberge,,103,,,
151,NMBS/SNCB,IC,Bruges -- Gand-Saint-Pierre,,103,,,
152,NMBS/SNCB,IC,Bruges -- Blankenberge,,103,,,
153,NMBS/SNCB,IC,Hasselt -- Bruges,,103,,,
154,NMBS/SNCB,S6,Schaerbeek -- Grammont,,100,,,
155,NMBS/SNCB,S6,Schaerbeek -- Alost,,100,,,
156,NMBS/SNCB,S6,Schaerbeek -- Denderleeuw,,100,,,
157,NMBS/SNCB,S6,Enghien -- Alost,,100,,,
158,NMBS/SNCB,S6,Enghien -- Denderleeuw,,100,,,
159,NMBS/SNCB,S6,Grammont -- Denderleeuw,,100,,,
16,NMBS/SNCB,BUS,Rochefort-Jemelle -- Ciney,,700,,,
160,NMBS/SNCB,S6,Alost -- Grammont,,100,,,
161,NMBS/SNCB,S6,Enghien -- Grammont,,100,,,
162,NMBS/SNCB,L,Audenarde -- Zottegem,,100,,,
163,NMBS/SNCB,L,Zottegem -- Courtrai,,100,,,
164,NMBS/SNCB,L,Audenarde -- Courtrai,,100,,,
165,NMBS/SNCB,IC,Liege-Guillemins -- Mons,,103,,,
166,NMBS/SNCB,IC,Liege-Guillemins -- Quievrain,,103,,,
167,NMBS/SNCB,L,Liege-Guillemins -- Quievrain,,100,,,
168,NMBS/SNCB,L,Bruges -- Zeebrugge-Dorp,,100,,,
169,NMBS/SNCB,IC,Liege-Guillemins -- Liers,,103,,,
17,NMBS/SNCB,BUS,Deinze -- La Panne,,700,,,
170,NMBS/SNCB,IC,Gand-Saint-Pierre -- Courtrai,,103,,,
171,NMBS/SNCB,IC,Luxembourg (l) -- Marloie,,103,,,
172,NMBS/SNCB,IC,Bruxelles-Midi -- Namur,,103,,,
173,NMBS/SNCB,IC,Courtrai -- Roulers,,103,,,
174,NMBS/SNCB,L,Herentals -- Mol,,100,,,
175,NMBS/SNCB,IC,Mol -- Hamont,,103,,,
176,NMBS/SNCB,IC,Herentals -- Turnhout,,103,,,
177,NMBS/SNCB,IC,Bruxelles-Midi -- Brussels Airport - Zaventem,,103,,,
178,NMBS/SNCB,L,Bruxelles-Midi -- Anvers-Central,,100,,,
179,NMBS/SNCB,L,Hasselt -- Liege-Guillemins,,100,,,
18,NMBS/SNCB,BUS,Gand-Saint-Pierre -- Audenarde,,700,,,
180,NMBS/SNCB,EXTRA,Ostende -- Courtrai,,103,,,
181,NMBS/SNCB,L,Libramont -- Virton,,100,,,
182,NMBS/SNCB,L,Anvers-Central -- Essen,,100,,,
183,NMBS/SNCB,L,Liege-Guillemins -- Flemalle-Haute,,100,,,
184,NMBS/SNCB,IC,Brussels Airport - Zaventem -- Ostende,,103,,,
185,NMBS/SNCB,IC,Liege-Guillemins -- Saint-Ghislain,,103,,,
186,NMBS/SNCB,S1,Bruxelles-Midi -- Anvers-Central,,100,,,
187,NMBS/SNCB,S1,Nivelles -- Anvers-Central,,100,,,
188,NMBS/SNCB,S1,Braine-L Alleud -- Anvers-Central,,100,,,
189,NMBS/SNCB,P,Bruxelles-Midi -- Rochefort-Jemelle,,103,,,
19,NMBS/SNCB,BUS,Marloie -- Ciney,,700,,,
190,NMBS/SNCB,S1,Schaerbeek -- Nivelles,,100,,,
191,NMBS/SNCB,S1,Vilvorde -- Braine-L Alleud,,100,,,
192,NMBS/SNCB,S1,Vilvorde -- Nivelles,,100,,,
193,NMBS/SNCB,S1,Vilvorde -- Bruxelles-Midi,,100,,,
194,NMBS/SNCB,P,Bruxelles-Midi -- Arlon,,103,,,
195,NMBS/SNCB,IC,Anvers-Central -- Gand-Saint-Pierre,,103,,,
196,NMBS/SNCB,IC,Anvers-Central -- Ostende,,103,,,
197,NMBS/SNCB,IC,Ostende -- Saint-Nicolas,,103,,,
198,NMBS/SNCB,S52,Gand-Saint-Pierre -- Grammont,,100,,,
199,NMBS/SNCB,IC,Luxembourg (l) -- Arlon,,103,,,
2,NMBS/SNCB,BUS,Audenarde -- Zottegem,,700,,,
20,NMBS/SNCB,BUS,Bruxelles-Luxembourg -- Ottignies,,700,,,
200,NMBS/SNCB,L,Luxembourg (l) -- Arlon,,100,,,
201,NMBS/SNCB,IC,Luxembourg (l) -- Gouvy,,103,,,
202,NMBS/SNCB,IC,Brussels Airport - Zaventem -- Tournai,,103,,,
203,NMBS/SNCB,IC,Aulnoye Aymeries (f) -- Mons,,103,,,
204,NMBS/SNCB,IC,Bruxelles-Midi -- Tournai,,103,,,
205,NMBS/SNCB,S1,Anvers-Central -- Charleroi-Sud,,100,,,
206,NMBS/SNCB,S1,Bruxelles-Nord -- Nivelles,,100,,,
207,NMBS/SNCB,S1,Bruxelles-Nord -- Braine-L Alleud,,100,,,
208,NMBS/SNCB,S1,Bruxelles-Midi -- Braine-L Alleud,,100,,,
209,NMBS/SNCB,S32,Anvers-Central -- Puurs,,100,,,
21,NMBS/SNCB,BUS,Ottignies -- Bruxelles-Midi,,700,,,
210,NMBS/SNCB,IC,Lille Flandres(f) -- Courtrai,,103,,,
211,NMBS/SNCB,IC,Tournai -- Courtrai,,103,,,
212,NMBS/SNCB,IC,Maubeuge (f) -- Namur,,103,,,
213,NMBS/SNCB,IC,Lille Flandres(f) -- Tournai,,103,,,
214,NMBS/SNCB,IC,Lille Flandres(f) -- Namur,,103,,,
215,NMBS/SNCB,IC,Bruxelles-Midi -- Anvers-Noorderdokken,,103,,,
216,NMBS/SNCB,IC,Bruxelles-Midi -- Essen,,103,,,
217,NMBS/SNCB,IC,Anvers-Noorderdokken -- Charleroi-Sud,,103,,,
218,NMBS/SNCB,IC,Essen -- Charleroi-Sud,,103,,,
219,NMBS/SNCB,IC,Anvers-Central -- Charleroi-Sud,,103,,,
22,NMBS/SNCB,BUS,Hal -- Tournai,,700,,,
220,NMBS/SNCB,IC,Bruxelles-Nord -- Charleroi-Sud,,103,,,
221,NMBS/SNCB,S10,Bruxelles-Midi -- Alost,,100,,,
222,NMBS/SNCB,S10,Termonde -- Alost,,100,,,
223,NMBS/SNCB,IC,Luxembourg (l) -- Namur,,103,,,
224,NMBS/SNCB,IC,Luxembourg (l) -- Bruxelles-Midi,,103,,,
225,NMBS/SNCB,IC,Bruxelles-Midi -- Arlon,,103,,,
226,NMBS/SNCB,IC,Arlon -- Ostende,,103,,,
227,NMBS/SNCB,IC,Rochefort-Jemelle -- Ostende,,103,,,
228,NMBS/SNCB,IC,Rochefort-Jemelle -- Arlon,,103,,,
229,NMBS/SNCB,IC,Marloie -- Arlon,,103,,,
23,NMBS/SNCB,BUS,Gand-Saint-Pierre -- Schellebelle,,700,,,
230,NMBS/SNCB,S4,Malines -- Alost,,100,,,
231,NMBS/SNCB,S4,Bruxelles-Luxembourg -- Malines,,100,,,
232,NMBS/SNCB,IC,Tongres -- Gand-Saint-Pierre,,103,,,
233,NMBS/SNCB,IC,Gand-Saint-Pierre -- Lokeren,,103,,,
234,NMBS/SNCB,IC,Hasselt -- Gand-Saint-Pierre,,103,,,
235,NMBS/SNCB,IC,Gand-Saint-Pierre -- Termonde,,103,,,
236,NMBS/SNCB,IC,Termonde -- Lokeren,,103,,,
237,NMBS/SNCB,IC,Tongres -- Schellebelle,,103,,,
238,NMBS/SNCB,S3,Audenarde -- Termonde,,100,,,
239,NMBS/SNCB,S3,Termonde -- Zottegem,,100,,,
24,NMBS/SNCB,BUS,Bruxelles-Midi -- Ath,,700,,,
240,NMBS/SNCB,S3,Schaerbeek -- Zottegem,,100,,,
241,NMBS/SNCB,S3,Bruxelles-Nord -- Audenarde,,100,,,
242,NMBS/SNCB,IC,Brussels Airport - Zaventem -- Courtrai,,103,,,
243,NMBS/SNCB,IC,Brussels Airport - Zaventem -- Lichtervelde,,103,,,
244,NMBS/SNCB,IC,Ostende -- Courtrai,,103,,,
245,NMBS/SNCB,IC,Denderleeuw -- Courtrai,,103,,,
246,NMBS/SNCB,IC,Brussels Airport - Zaventem -- Bruges,,103,,,
247,NMBS/SNCB,L,Essen -- Puurs,,100,,,
248,NMBS/SNCB,L,Anvers-Central -- Puurs,,100,,,
249,NMBS/SNCB,IC,Liege-Saint-Lambert -- Namur,,103,,,
25,NMBS/SNCB,BUS,Lille Flandres(f) -- Tournai,,700,,,
250,NMBS/SNCB,IC,Bruxelles-Midi -- Liege-Saint-Lambert,,103,,,
251,NMBS/SNCB,IC,Liege-Saint-Lambert -- Tournai,,103,,,
252,NMBS/SNCB,IC,Bruxelles-Midi -- Liege-Guillemins,,103,,,
253,NMBS/SNCB,IC,Liege-Saint-Lambert -- Ostende,,103,,,
254,NMBS/SNCB,IC,Liege-Guillemins -- Tournai,,103,,,
255,NMBS/SNCB,L,Hasselt -- Louvain,,100,,,
256,NMBS/SNCB,IC,Namur -- Dinant,,103,,,
257,NMBS/SNCB,IC,Brussels Airport - Zaventem -- Dinant,,103,,,
258,NMBS/SNCB,IC,Bruxelles-Midi -- Dinant,,103,,,
259,NMBS/SNCB,S32,Essen -- Boom,,100,,,
26,NMBS/SNCB,BUS,Charleroi-Sud -- La Louviere- Centre,,700,,,
260,NMBS/SNCB,S32,Roosendaal (nl) -- Anvers-Central,,100,,,
261,NMBS/SNCB,S32,Roosendaal (nl) -- Boom,,100,,,
262,NMBS/SNCB,S32,Essen -- Puurs,,100,,,
263,NMBS/SNCB,S32,Roosendaal (nl) -- Puurs,,100,,,
264,NMBS/SNCB,S32,Anvers-Central -- Essen,,100,,,
265,NMBS/SNCB,IC,Anvers-Central -- Hasselt,,103,,,
266,NMBS/SNCB,IC,Essen -- Hasselt,,103,,,
267,NMBS/SNCB,IC,Hasselt -- Louvain,,103,,,
268,NMBS/SNCB,IC,Anvers-Central -- Tongres,,103,,,
269,NMBS/SNCB,IC,Anvers-Berchem -- Hasselt,,103,,,
27,NMBS/SNCB,BUS,Namur -- Tamines,,700,,,
270,NMBS/SNCB,IC,Anvers-Berchem -- Louvain,,103,,,
271,NMBS/SNCB,IC,Malines -- Louvain,,103,,,
272,NMBS/SNCB,IC,Anvers-Berchem -- Tongres,,103,,,
273,NMBS/SNCB,S34,Anvers-Central -- Termonde,,100,,,
274,NMBS/SNCB,S34,Anvers-Central -- Lokeren,,100,,,
275,NMBS/SNCB,L,Louvain -- Saint-Nicolas,,100,,,
276,NMBS/SNCB,L,Malines -- Saint-Nicolas,,100,,,
277,NMBS/SNCB,L,Puurs -- Saint-Nicolas,,100,,,
278,NMBS/SNCB,L,Saint-Nicolas -- Tamise,,100,,,
279,NMBS/SNCB,IC,Brussels Airport - Zaventem -- Knokke,,103,,,
28,NMBS/SNCB,BUS,Lichtervelde -- Courtrai,,700,,,
280,NMBS/SNCB,IC,Brussels Airport - Zaventem -- Gand-Saint-Pierre,,103,,,
281,NMBS/SNCB,L,Anvers-Central -- Louvain,,100,,,
282,NMBS/SNCB,L,Anvers-Central -- Hasselt,,100,,,
283,NMBS/SNCB,IC,Hasselt -- Liege-Guillemins,,103,,,
284,NMBS/SNCB,IC,Anvers-Central -- Liege-Guillemins,,103,,,
285,NMBS/SNCB,IC,Anvers-Central -- Herstal,,103,,,
286,NMBS/SNCB,S33,Anvers-Central -- Mol,,100,,,
287,NMBS/SNCB,IC,Gand-Saint-Pierre -- La Panne,,103,,,
288,NMBS/SNCB,IC,Anvers-Central -- La Panne,,103,,,
289,NMBS/SNCB,S20,Ottignies -- Louvain,,100,,,
29,NMBS/SNCB,BUS,Bruges -- Lichtervelde,,700,,,
290,NMBS/SNCB,IC,Bruxelles-Midi -- Anvers-Central,,103,,,
291,NMBS/SNCB,IC,Anvers-Central -- Luttre,,103,,,
292,NMBS/SNCB,IC,Bruxelles-Nord -- Luttre,,103,,,
293,NMBS/SNCB,L,Hasselt -- Herstal,,100,,,
294,NMBS/SNCB,IC,Tournai -- Saint-Nicolas,,103,,,
295,NMBS/SNCB,IC,Mouscron -- Saint-Nicolas,,103,,,
296,NMBS/SNCB,IC,Saint-Nicolas -- Courtrai,,103,,,
297,NMBS/SNCB,IC,Tournai -- Termonde,,103,,,
298,NMBS/SNCB,IC,Termonde -- Courtrai,,103,,,
299,NMBS/SNCB,IC,Tournai -- Ath,,103,,,
3,NMBS/SNCB,BUS,Bruges -- Gand-Saint-Pierre,,700,,,
30,NMBS/SNCB,BUS,Charleroi-Sud -- La Louviere-Sud,,700,,,
300,NMBS/SNCB,IC,Ath -- Courtrai,,103,,,
301,NMBS/SNCB,IC,Ath -- Saint-Nicolas,,103,,,
302,NMBS/SNCB,IC,Hal -- Saint-Nicolas,,103,,,
303,NMBS/SNCB,IC,Bruxelles-Midi -- Saint-Nicolas,,103,,,
304,NMBS/SNCB,S9,Braine-L Alleud -- Louvain,,100,,,
305,NMBS/SNCB,S9,Braine-L Alleud -- Landen,,100,,,
306,NMBS/SNCB,S9,Bruxelles-Luxembourg -- Landen,,100,,,
307,NMBS/SNCB,S9,Bruxelles-Luxembourg -- Louvain,,100,,,
308,NMBS/SNCB,S5,Malines -- Enghien,,100,,,
309,NMBS/SNCB,S5,Malines -- Grammont,,100,,,
31,NMBS/SNCB,BUS,La Louviere-Sud -- Manage,,700,,,
310,NMBS/SNCB,S5,Hal -- Malines,,100,,,
311,NMBS/SNCB,S5,Vilvorde -- Hal,,100,,,
312,NMBS/SNCB,IC,Schaerbeek -- Braine-Le-Comte,,103,,,
313,NMBS/SNCB,IC,Schaerbeek -- Binche,,103,,,
314,NMBS/SNCB,IC,Turnhout -- Binche,,103,,,
315,NMBS/SNCB,IC,Turnhout -- La Louviere-Sud,,103,,,
316,NMBS/SNCB,IC,Turnhout -- Manage,,103,,,
317,NMBS/SNCB,IC,Schaerbeek -- La Louviere-Sud,,103,,,
318,NMBS/SNCB,S7,Vilvorde -- Hal,,100,,,
319,NMBS/SNCB,S5,Bruxelles-Luxembourg -- Enghien,,100,,,
32,NMBS/SNCB,BUS,Bruxelles-Midi -- Mons,,700,,,
320,NMBS/SNCB,IC,Bruxelles-Midi -- Landen,,103,,,
321,NMBS/SNCB,IC,Landen -- Gand-Saint-Pierre,,103,,,
322,NMBS/SNCB,IC,Louvain -- Gand-Saint-Pierre,,103,,,
323,NMBS/SNCB,IC,Landen -- La Panne,,103,,,
324,NMBS/SNCB,IC,Louvain -- La Panne,,103,,,
325,NMBS/SNCB,IC,Louvain -- Deinze,,103,,,
326,NMBS/SNCB,IC,Gand-Saint-Pierre -- Alost,,103,,,
327,NMBS/SNCB,S2,Louvain -- Braine-Le-Comte,,100,,,
328,NMBS/SNCB,IC,Brussels Airport - Zaventem -- Mons,,103,,,
329,NMBS/SNCB,IC,Hal -- Brussels Airport - Zaventem,,103,,,
33,NMBS/SNCB,BUS,Jurbise -- Ath,,700,,,
330,NMBS/SNCB,IC,Brussels Airport - Zaventem -- Quevy,,103,,,
331,NMBS/SNCB,IC,Brussels Airport - Zaventem -- Braine-Le-Comte,,103,,,
332,NMBS/SNCB,S2,Bruxelles-Midi -- Louvain,,100,,,
333,NMBS/SNCB,IC,Herstal -- Mons,,103,,,
334,NMBS/SNCB,IC,Liers -- Namur,,103,,,
335,NMBS/SNCB,IC,Liers -- Mons,,103,,,
336,NMBS/SNCB,IC,Liers -- La Louviere-Sud,,103,,,
337,NMBS/SNCB,IC,Liers -- Charleroi-Sud,,103,,,
338,NMBS/SNCB,IC,Liers -- Tournai,,103,,,
339,NMBS/SNCB,IC,Liers -- Mouscron,,103,,,
34,NMBS/SNCB,BUS,Maastricht (nl) -- Liege-Guillemins,,700,,,
340,NMBS/SNCB,IC,Liege-Guillemins -- Mouscron,,103,,,
341,NMBS/SNCB,IC,Namur -- Mons,,103,,,
342,NMBS/SNCB,IC,Namur -- Tournai,,103,,,
343,NMBS/SNCB,IC,Namur -- Mouscron,,103,,,
344,NMBS/SNCB,IC,Namur -- La Louviere-Sud,,103,,,
345,NMBS/SNCB,IC,Mons -- Mouscron,,103,,,
346,NMBS/SNCB,IC,Charleroi-Sud -- La Louviere-Sud,,103,,,
347,NMBS/SNCB,IC,Liers -- Tamines,,103,,,
348,NMBS/SNCB,IC,Herstal -- Charleroi-Sud,,103,,,
349,NMBS/SNCB,IC,Liege-Guillemins -- Charleroi-Sud,,103,,,
35,NMBS/SNCB,BUS,Hal -- Enghien,,700,,,
350,NMBS/SNCB,S10,Bruxelles-Midi -- Termonde,,100,,,
351,NMBS/SNCB,S64,Charleroi-Sud -- Couvin,,100,,,
352,NMBS/SNCB,S64,Walcourt -- Couvin,,100,,,
353,NMBS/SNCB,S8,Louvain-La-Neuve -- Audenarde,,100,,,
354,NMBS/SNCB,S8,Louvain-La-Neuve -- Bruxelles-Midi,,100,,,
355,NMBS/SNCB,S8,Louvain-La-Neuve -- Zottegem,,100,,,
356,NMBS/SNCB,S8,Bruxelles-Midi -- Namur,,100,,,
357,NMBS/SNCB,S8,Namur -- Zottegem,,100,,,
358,NMBS/SNCB,S8,Ottignies -- Louvain-La-Neuve,,100,,,
359,NMBS/SNCB,IC,Bruxelles-Luxembourg -- Louvain,,103,,,
36,NMBS/SNCB,BUS,Hasselt -- Mol,,700,,,
360,NMBS/SNCB,IC,Braine-L Alleud -- Louvain,,103,,,
361,NMBS/SNCB,IC,Hal -- Louvain,,103,,,
362,NMBS/SNCB,IC,Brussels Airport - Zaventem -- Charleroi-Sud,,103,,,
363,NMBS/SNCB,IC,Louvain -- Courtrai,,103,,,
364,NMBS/SNCB,IC,Welkenraedt -- Courtrai,,103,,,
365,NMBS/SNCB,L,Jurbise -- Braine-Le-Comte,,100,,,
366,NMBS/SNCB,IC,Louvain -- Ostende,,103,,,
367,NMBS/SNCB,IC,Louvain -- Termonde,,103,,,
368,NMBS/SNCB,S61,Jambes -- Charleroi-Sud,,100,,,
369,NMBS/SNCB,S61,Charleroi-Sud -- Tamines,,100,,,
37,NMBS/SNCB,BUS,Mons -- Saint-Ghislain,,700,,,
370,NMBS/SNCB,S61,Ottignies -- Tamines,,100,,,
371,NMBS/SNCB,IC,Schaerbeek -- Courtrai,,103,,,
372,NMBS/SNCB,IC,Anvers-Central -- Turnhout,,103,,,
373,NMBS/SNCB,S62,Luttre -- La Louviere-Sud,,100,,,
374,NMBS/SNCB,S62,Luttre -- Charleroi-Sud,,100,,,
375,NMBS/SNCB,S62,Charleroi-Sud -- La Louviere- Centre,,100,,,
376,NMBS/SNCB,S62,Charleroi-Sud -- La Louviere-Sud,,100,,,
377,NMBS/SNCB,IC,Anvers-Central -- Hamont,,103,,,
378,NMBS/SNCB,IC,Anvers-Central -- Neerpelt,,103,,,
379,NMBS/SNCB,IC,Anvers-Central -- Mol,,103,,,
38,NMBS/SNCB,BUS,Hal -- Braine-Le-Comte,,700,,,
380,NMBS/SNCB,L,Binche -- Braine-Le-Comte,,100,,,
381,NMBS/SNCB,L,La Louviere-Sud -- Braine-Le-Comte,,100,,,
382,NMBS/SNCB,L,Charleroi-Sud -- La Louviere- Centre,,100,,,
383,NMBS/SNCB,L,Luttre -- La Louviere- Centre,,100,,,
384,NMBS/SNCB,IC,Welkenraedt -- Ostende,,103,,,
385,NMBS/SNCB,L,Hasselt -- Mol,,100,,,
386,NMBS/SNCB,L,Mons -- La Louviere-Sud,,100,,,
387,NMBS/SNCB,L,Charleroi-Sud -- Mons,,100,,,
388,NMBS/SNCB,IC,Bruxelles-Midi -- Anvers-Luchtbal,,103,,,
389,NMBS/SNCB,IC,Anvers-Luchtbal -- Charleroi-Sud,,103,,,
39,NMBS/SNCB,BUS,Bruxelles-Midi -- Braine-Le-Comte,,700,,,
390,NMBS/SNCB,S61,Ottignies -- Jambes,,100,,,
391,NMBS/SNCB,S61,Namur -- Charleroi-Sud,,100,,,
392,NMBS/SNCB,S61,Wavre -- Jambes,,100,,,
393,NMBS/SNCB,S61,Ottignies -- Namur,,100,,,
394,NMBS/SNCB,S61,Wavre -- Namur,,100,,,
395,NMBS/SNCB,S61,Ottignies -- Charleroi-Sud,,100,,,
396,NMBS/SNCB,S61,Wavre -- Charleroi-Sud,,100,,,
397,NMBS/SNCB,S61,Basse-Wavre -- Namur,,100,,,
398,NMBS/SNCB,S61,Sint-Joris-Weert -- Namur,,100,,,
399,NMBS/SNCB,L,Mons -- Tournai,,100,,,
4,NMBS/SNCB,BUS,Gand-Saint-Pierre -- Waregem,,700,,,
40,NMBS/SNCB,BUS,Hal -- La Louviere-Sud,,700,,,
400,NMBS/SNCB,L,Quevy -- Tournai,,100,,,
401,NMBS/SNCB,L,Quevy -- Mouscron,,100,,,
402,NMBS/SNCB,L,Mons -- Quievrain,,100,,,
403,NMBS/SNCB,L,Mons -- Mouscron,,100,,,
404,NMBS/SNCB,L,Saint-Ghislain -- Quievrain,,100,,,
405,NMBS/SNCB,L,Luxembourg (l) -- Athus,,100,,,
406,NMBS/SNCB,S63,Erquelinnes -- Charleroi-Sud,,100,,,
407,NMBS/SNCB,L,Mons -- Grammont,,100,,,
408,NMBS/SNCB,L,Ath -- Grammont,,100,,,
409,NMBS/SNCB,L,Quevy -- Grammont,,100,,,
41,NMBS/SNCB,BUS,Louvain -- Landen,,700,,,
410,NMBS/SNCB,L,Liege-Guillemins -- Huy,,100,,,
411,NMBS/SNCB,L,Liege-Guillemins -- Namur,,100,,,
412,NMBS/SNCB,L,Aachen Hbf (d) -- Welkenraedt,,100,,,
413,NMBS/SNCB,L,Aachen Hbf (d) -- Spa-Geronstere,,100,,,
414,NMBS/SNCB,L,Spa-Geronstere -- Welkenraedt,,100,,,
415,NMBS/SNCB,IC,Welkenraedt -- Eupen,,103,,,
416,NMBS/SNCB,IC,Eupen -- Ostende,,103,,,
417,NMBS/SNCB,IC,Eupen -- Blankenberge,,103,,,
418,NMBS/SNCB,IC,Schaerbeek -- Mouscron,,103,,,
419,NMBS/SNCB,IC,Bruxelles-Midi -- Mouscron,,103,,,
42,NMBS/SNCB,BUS,Mons -- La Louviere- Centre,,700,,,
420,NMBS/SNCB,IC,Bruxelles-Midi -- Courtrai,,103,,,
421,NMBS/SNCB,S44,Liege-Guillemins -- Flemalle-Haute,,100,,,
422,NMBS/SNCB,S44,Waremme -- Flemalle-Haute,,100,,,
423,NMBS/SNCB,S44,Landen -- Liege-Guillemins,,100,,,
424,NMBS/SNCB,S44,Liege-Guillemins -- Waremme,,100,,,
425,NMBS/SNCB,IC,Liege-Guillemins -- Ostende,,103,,,
426,NMBS/SNCB,S41,Liege-Guillemins -- Verviers-Central,,100,,,
427,NMBS/SNCB,S41,Herstal -- Verviers-Central,,100,,,
428,NMBS/SNCB,S41,Liege-Saint-Lambert -- Verviers-Central,,100,,,
429,NMBS/SNCB,IC,Luxembourg (l) -- Liers,,103,,,
43,NMBS/SNCB,BUS,Ottignies -- Gembloux,,700,,,
430,NMBS/SNCB,IC,Luxembourg (l) -- Liege-Guillemins,,103,,,
431,NMBS/SNCB,IC,Troisvierges (l) -- Liers,,103,,,
432,NMBS/SNCB,IC,Liers -- Gouvy,,103,,,
433,NMBS/SNCB,IC,Liege-Guillemins -- Gouvy,,103,,,
434,NMBS/SNCB,IC,Troisvierges (l) -- Liege-Guillemins,,103,,,
435,NMBS/SNCB,S43,Maastricht (nl) -- Liege-Guillemins,,100,,,
436,NMBS/SNCB,S43,Maastricht (nl) -- Hasselt,,100,,,
437,NMBS/SNCB,S43,Hasselt -- Tongres,,100,,,
438,NMBS/SNCB,S43,Liege-Guillemins -- Vise,,100,,,
439,NMBS/SNCB,IC,Eupen -- Bruges,,103,,,
44,NMBS/SNCB,BUS,Marloie -- Libramont,,700,,,
440,NMBS/SNCB,S42,Liers -- Flemalle-Haute,,100,,,
441,NMBS/SNCB,S42,Liege-Guillemins -- Flemalle-Haute,,100,,,
